model_name,predictions,pqs_modified,total_modified_files,parsed_files_reported_by_batfish,verification_state,verification_error,count_passed,count_partially_parsed,count_failed,count_unknown
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip route 10.0.1.0 255.255.255.0 10.0.23.1
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip route 0.0.0.0 0.0.0.0 10.0.14.1
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 10.0.1.0 255.255.255.0 10.0.12.1
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router ospf 2
 network 10.0.12.0 0.0.0.255 area 0
 network 10.0.23.0 0.0.0.255 area 0
 network 10.0.24.0 0.0.0.255 area 0
!
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospf 1
 router-id 3.3.3.3
!
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface Ethernet0/2
 ip ospf cost 50
!
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
router ospf 1
 passive-interface Ethernet0/2
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
no ip route 0.0.0.0 0.0.0.0 10.0.14.1
!
end
[/configs/router4.cfg]",0.5,1,1,VERIFIED,,0,1,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface Ethernet0/2
 ip ospf hello-interval 10
!
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/2
 ip ospf authentication-key netpass
 ip ospf authentication
!
!
end
[/configs/router1.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface Ethernet0/0
 ip ospf authentication-key netpass
 ip ospf authentication
!
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip access-list extended DENY_SSH
 deny tcp 10.0.1.0 0.0.0.255 any eq 23
 permit ip any any
!
ip route 10.0.2.0 255.255.255.0 10.0.23.2
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip ospf network 10.0.12.1 0.0.0.0 area 0
ip ospf network 10.0.24.1 0.0.0.0 area 0
ip route 10.0.14.0 255.255.255.0 10.0.12.1
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip ospf network 10.0.23.1 0.0.0.0 area 0
ip ospf network 10.0.34.1 0.0.0.0 area 0
ip route 10.0.1.0 255.255.255.0 10.0.23.1
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip ospf network 10.0.14.2 0.0.0.0 area 0
ip ospf network 10.0.34.2 0.0.0.0 area 0
ip route 10.0.23.0 255.255.255.0 10.0.24.1
!
end
[/configs/router4.cfg]",0.625,4,4,VERIFIED,,1,3,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/0
 ip access-group DENY_TELNET in
!
ip access-list extended DENY_TELNET
 deny tcp 10.0.1.0 0.0.0.255 any eq telnet
 permit ip any any
!
!
end
[/configs/router1.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip access-list standard ACL_10_2
 permit 10.0.2.0 0.0.0.255
!
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip access-list extended DENY_ICMP
 deny icmp any 10.0.14.0 0.0.0.255
 permit ip any any
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip domain-name lab.local
ip ssh version 2
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
service password-encryption
line vty 0 4
 login
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
enable secret cisco123
!
end
[/configs/router1.cfg]",0.5,1,1,VERIFIED,,0,1,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
enable password cisco
line console 0
 password cisco
 login local
!
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
aaa new-model
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
snmp-server community private RO
snmp-server community private RW
!
end
[/configs/router1.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
vlan database
 vlan 20
!
interface Fa0/24
 switchport mode trunk
 switchport trunk allowed vlan add 20
!
!
end
[/configs/switch2.cfg]",0.5,1,1,VERIFIED,,0,1,0,0
Llama-3.1-8B-Instruct,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
interface fa0/1
 switchport mode access
 switchport access vlan 10
 spanning-tree portfast
 spanning-tree bpduguard enable
!
!
end
[/configs/switch1.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
spanning-tree vlan 40 root primary
!
end
[/configs/switch2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
interface FastEthernet0/24
 switchport mode trunk
 switchport trunk native vlan 20
!
!
end
[/configs/switch1.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
interface vlan 40
 ip address 10.0.4.1 255.255.255.0
!
!
end
[/configs/switch2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
interface Fa0/1
 storm-control broadcast level 10
!
!
end
[/configs/switch2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/0
 description Link to SW1
!
interface Ethernet0/1
 mtu 1400
!
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface Ethernet0/0
 mtu 1400
!
interface Ethernet0/1
 mtu 1400
!
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface Ethernet0/0
 mtu 1400
!
interface Ethernet0/1
 mtu 1400
!
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface Ethernet0/0
 mtu 1400
!
interface Ethernet0/1
 mtu 1400
!
!
end
[/configs/router4.cfg]

[configs/switch1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW1
!
interface FastEthernet0/24
 switchport mode trunk
 switchport trunk allowed vlan add 10,20
 switchport trunk native vlan 10
!
vlan database
 vlan 20
 name VLAN20
!
!
end
[/configs/switch1.cfg]

[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
interface FastEthernet0/24
 switchport mode trunk
 switchport trunk allowed vlan add 30,40
 switchport trunk native vlan 30
!
vlan database
 vlan 30
 name VLAN30
!
!
end
[/configs/switch2.cfg]",0.8333333333333334,6,6,VERIFIED,,4,2,0,0
Llama-3.1-8B-Instruct,"[configs/switch2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname SW2
!
interface fa0/1
 switchport mode access
 switchport access vlan 30
 switchport port-security
 switchport port-security maximum 2
 switchport port-security violation restrict
!
!
end
[/configs/switch2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip dhcp pool DHCP_POOL
 network 10.0.14.0 255.255.255.0
 dns-server 10.0.1.1
 default-router 10.0.14.1
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip dhcp excluded-address 10.0.2.1 10.0.2.5
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ntp server 10.0.23.2
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
logging console informational
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface Ethernet0/2
 cdp run
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
hostname Edge-R3
!
end
[/configs/router3.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,None,0.0,0,0,NO_VALID_CONFIG_BLOCKS,,0,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router ospf 1
 network 10.0.1.0 0.0.0.255 area 0
 network 10.0.12.0 0.0.0.255 area 0
 network 10.0.14.0 0.0.0.255 area 0
!
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
router ospf 1
 network 10.0.12.0 0.0.0.255 area 0
 network 10.0.23.0 0.0.0.255 area 0
 network 10.0.24.0 0.0.0.255 area 0
!
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospf 1
 network 10.0.23.0 0.0.0.255 area 0
 network 10.0.2.0 0.0.0.255 area 0
 network 10.0.34.0 0.0.0.255 area 0
!
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
router ospf 1
 network 10.0.14.0 0.0.0.255 area 0
 network 10.0.24.0 0.0.0.255 area 0
 network 10.0.34.0 0.0.0.255 area 0
!
!
end
[/configs/router4.cfg]",1.0,4,4,VERIFIED,,4,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Ethernet0/1
 ip ospf authentication-key ospfkey
!
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface Ethernet0/0
 ip ospf authentication-key ospfkey
!
!
end
[/configs/router2.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospf 1
 network 10.0.2.0 0.0.0.3 area 0
 network 10.0.34.0 0.0.0.3 area 0
 ip ospf hello-interval 5
 ip ospf dead-interval 20
!
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
router ospf 1
 network 10.0.14.0 0.0.0.3 area 0
 network 10.0.24.0 0.0.0.3 area 0
 network 10.0.34.0 0.0.0.3 area 0
 ip ospf hello-interval 5
 ip ospf dead-interval 20
!
!
end
[/configs/router4.cfg]",0.5,2,2,VERIFIED,,0,2,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
interface Loopback0
 ip address 10.0.1.2 255.255.255.255
!
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface Loopback0
 ip address 10.0.12.2 255.255.255.255
!
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
interface Loopback0
 ip address 10.0.23.2 255.255.255.255
!
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface Loopback0
 ip address 10.0.14.2 255.255.255.255
!
!
end
[/configs/router4.cfg]",1.0,4,4,VERIFIED,,4,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
interface Ethernet0/2
 ip ospf cost 200
!
!
end
[/configs/router2.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
interface Ethernet0/1
 ip ospf cost 200
!
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
router ospf 1
 passive-interface Ethernet0/0
!
!
end
[/configs/router1.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
router ospf 1
 passive-interface Ethernet0/2
!
!
end
[/configs/router3.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
no router ospf 1
!
end
[/configs/router2.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
no router ospf 1
!
end
[/configs/router4.cfg]",0.5,2,2,VERIFIED,,0,2,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip route 10.0.2.0 255.255.255.0 10.0.12.2
ip route 10.0.34.0 255.255.255.0 10.0.12.2
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 10.0.1.0 255.255.255.0 10.0.12.1
ip route 10.0.34.0 255.255.255.0 10.0.24.2
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip route 10.0.1.0 255.255.255.0 10.0.23.1
ip route 10.0.14.0 255.255.255.0 10.0.23.1
!
end
[/configs/router3.cfg]",1.0,3,3,VERIFIED,,3,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 0.0.0.0 0.0.0.0 10.0.12.1
!
end
[/configs/router2.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip route 0.0.0.0 0.0.0.0 10.0.14.1
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 10.0.14.0 255.255.255.0 10.0.24.2
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip route 10.0.14.0 255.255.255.0 10.0.34.2
!
end
[/configs/router3.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip route 10.0.23.0 255.255.255.0 10.0.12.2
!
end
[/configs/router1.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip route 10.0.23.0 255.255.255.0 10.0.24.1
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
no ip route 10.0.1.0 255.255.255.0 10.0.2.1
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
no ip route 10.0.1.0 255.255.255.0 10.0.14.1
!
end
[/configs/router4.cfg]",0.5,2,2,VERIFIED,,0,2,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip route 10.0.34.0 255.255.255.0 10.0.14.2
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 10.0.34.0 255.255.255.0 10.0.14.2
!
end
[/configs/router2.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip nat inside source list 1 interface Ethernet0/0
ip nat inside source static 10.0.1.0 0.0.0.255 interface Ethernet0/0
ip nat outside source list 1 interface Ethernet0/1
ip nat outside source static 10.0.12.0 0.0.0.255 interface Ethernet0/1
ip access-list extended NAT_ACL
 permit ip 10.0.1.0 0.0.0.255 any
 deny ip any any
!
access-list 1 remark NAT_ACL
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip route 10.0.1.0 255.255.255.0 10.0.12.1
ip ospf network 10.0.12.2 0.0.0.0 area 0
ip ospf network 10.0.23.1 0.0.0.0 area 0
ip ospf network 10.0.24.1 0.0.0.0 area 0
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip route 10.0.1.0 255.255.255.0 10.0.23.2
ip ospf network 10.0.23.2 0.0.0.0 area 0
ip ospf network 10.0.34.1 0.0.0.0 area 0
ip ospf network 10.0.2.1 0.0.0.0 area 0
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip route 10.0.1.0 255.255.255.0 10.0.14.1
ip ospf network 10.0.14.2 0.0.0.0 area 0
ip ospf network 10.0.24
!
end
[/configs/router4.cfg]",0.5,4,4,VERIFIED,,0,4,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip nat inside source list 1 interface Ethernet0/2
ip nat outside source list 1 interface Ethernet0/0
access-list 1 permit 10.0.2.0 0.0.0.255
!
end
[/configs/router3.cfg]",0.5,1,1,VERIFIED,,0,1,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
ip access-list extended DENY_TELNET
 deny tcp 10.0.12.0 0.0.0.255 10.0.23.0 0.0.0.255 eq 23
 permit ip any any
!
interface Ethernet0/0
 ip access-group DENY_TELNET in
!
!
end
[/configs/router2.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip access-list extended SSH_ACCESS
 permit tcp 10.0.12.0 0.0.0.255 any eq 22
!
!
end
[/configs/router1.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip access-list extended SSH_ACCESS
 permit tcp 10.0.12.0 0.0.0.255 any eq 22
!
!
end
[/configs/router3.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip nat inside source static 10.0.1.10 10.0.12.100
!
end
[/configs/router1.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip nat inside source static 10.0.2.10 10.0.23.100
!
end
[/configs/router3.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip access-list extended HTTP_HTTPS
 permit tcp 10.0.14.0 0.0.0.255 any eq 80
 permit tcp 10.0.14.0 0.0.0.255 any eq 443
!
interface Ethernet0/0
 ip access-group HTTP_HTTPS out
!
!
end
[/configs/router4.cfg]",1.0,1,1,VERIFIED,,1,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip access-list standard PERMIT_LAN2
 permit 0.0.0.0 0.0.0.255
 deny any
!
interface Ethernet0/2
 ip access-group PERMIT_LAN2 in
 no ip access-group any out
!
!
end
[/configs/router3.cfg]",0.5,1,1,VERIFIED,,0,1,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
ip domain-name corp.net
ip ssh version 2
ip ssh rsa key-type rsa
!
end
[/configs/router1.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip domain-name corp.net
ip ssh version 2
ip ssh rsa key-type rsa
!
end
[/configs/router3.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
line vty 0 4
 transport input ssh
 login local
!
!
end
[/configs/router2.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
line vty 0 4
 transport input ssh
 login local
!
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
no cdp run
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
no cdp run
!
end
[/configs/router2.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
ip access-list extended SNMP
 deny udp any any eq 161
 permit udp any any eq 161
!
snmp-server community readonly RO
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
ip access-list extended SNMP
 deny udp any any eq 161
 permit udp any any eq 161
!
snmp-server community readonly RO
!
end
[/configs/router4.cfg]",1.0,2,2,VERIFIED,,2,0,0,0
Llama-3.1-8B-Instruct,"[configs/router1.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R1
!
enable secret pass1
!
end
[/configs/router1.cfg]

[configs/router2.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R2
!
enable secret pass2
!
end
[/configs/router2.cfg]

[configs/router3.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R3
!
enable secret pass3
!
end
[/configs/router3.cfg]

[configs/router4.cfg]
!RANCID-CONTENT-TYPE: cisco
!
hostname R4
!
enable secret pass4
!
end
[/configs/router4.cfg]",0.5,4,4,VERIFIED,,0,4,0,0
