model_name,prediction,verdict,pqs,files,passed,partially_parsed,failed,unknown,file_statuses,note
base,28,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,29,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,30,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,31,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,32,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,34,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,35,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,36,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,37,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,38,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,39,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,40,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,41,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,43,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,44,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,45,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,46,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,47,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,48,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,49,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,50,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,51,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,53,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,54,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,55,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,56,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,57,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,59,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,60,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,61,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,63,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,64,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,65,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,67,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,68,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,69,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,70,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,74,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,75,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,77,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,79,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,80,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,81,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,82,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,83,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,84,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,85,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,86,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,87,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,88,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,89,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,90,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,91,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,92,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,94,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,95,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,96,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,97,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,99,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,100,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,1,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,2,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,3,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,4,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,5,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,6,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,7,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,8,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,9,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,10,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,11,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,12,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,13,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,14,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,15,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,16,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,17,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,18,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,19,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,20,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,21,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,22,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,23,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,24,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,25,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,26,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,27,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,28,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,29,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,30,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,31,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,32,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,34,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,35,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,36,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,37,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,38,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,39,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,40,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,41,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,43,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,44,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,45,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,46,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,47,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,48,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,49,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,50,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,51,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,53,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,54,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,55,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,56,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,57,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,59,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,60,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,61,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,63,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,64,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,65,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,67,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,68,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,69,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,70,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,74,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,75,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,77,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,79,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,80,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,81,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,82,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,83,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,84,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,85,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,86,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,87,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,88,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,89,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,90,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,91,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,92,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,94,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,95,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,96,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,97,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,99,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,100,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
