model_name,predictions
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/1
R1(config-if)# description 'WAN to R2'
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# no shutdown"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# hostname SW1
SW1(config)# enable secret Admin!2024"
Qwen2.5-7B-Base+RAG_topo,"R2(config)# router rip
R2(config-router)# version 2
R2(config-router)# network 10.0.12.0
R2(config-router)# network 10.0.23.0
R2(config-router)# network 10.0.24.0
R2(config-router)# no auto-summary
R2(config-router)# interface Ethernet0/0
R2(config-if)# shutdown
R2(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface vlan 10
SW1(config-vlan)# ip address 10.0.10.1 255.255.255.0
SW1(config-vlan)# exit
SW1(config)# interface vlan 20
SW1(config-vlan)# ip address 10.0.20.1 255.255.255.0
SW1(config-vlan)# exit
SW1(config)# interface vlan 30
SW1(config-vlan)# ip address 10.0.30.1 255.255.255.0
SW1(config-vlan)# exit
SW1(config)# interface vlan 99
SW1(config-vlan)# ip address 10.0.99.1 255.255.255.0
SW1(config-vlan)# exit
SW1(config)# ip default-gateway 10.0.99.254"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface loopback 0
R3(config-if)# ip address 1.1.1.1 255.255.255.255

R3(config)# interface loopback 1
R3(config-if)# ip address 2.2.2.2 255.255.255.255"
Qwen2.5-7B-Base+RAG_topo,"R2(config)#hostname R2
R2(config)#enable secret P@ssw0rd!
R2(config)#ip domain-name branch.corp
R2(config)#ip name-server 8.8.8.8
R2(config)#no ip domain-lookup
R2(config)#interface Loopback0
R2(config-if)#ip address 10.255.1.1 255.255.255.255
R2(config-if)#exit
R2(config)#line console 0
R2(config-line)#password 5dr4Hepw3
R2(config-line)#login
R2(config-line)#exec-timeout 5 0
R2(config-line)#exit
R2(config)#line vty 0 4
R2(config-line)#password aldf2ad1
R2(config-line)#login
R2(config-line)#exec-timeout 15 0
R2(config-line)#exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# interface gigabitethernet 0/0/0.10
R1(config-subif)# encapsulation dot1q 10
R1(config-subif)# ip address 10.0.10.1 255.255.255.0"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface fastethernet 0/0.40
R3(config-subif)# encapsulation dot1q 40 native
R3(config-subif)# bridge-group 2"
Qwen2.5-7B-Base+RAG_topo,"Router(config)# interface gigabitethernet 0/0/0.10
Router(config-subif)# encapsulation dot1q 10
Router(config-subif)# ip address 10.0.10.1 255.255.255.0
Router(config-subif)# exit

Router(config)# interface gigabitethernet 0/0/0.20
Router(config-subif)# encapsulation dot1q 20
Router(config-subif)# ip address 10.0.20.1 255.255.255.0
Router(config-subif)# exit

Router(config)# interface gigabitethernet 0/0/0.30
Router(config-subif)# encapsulation dot1q 30
Router(config-subif)# ip address 10.0.30.1 255.255.255.0
Router(config-subif)# exit

Router(config)# ip routing"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet0/1
SW1(config-if)# mdix auto"
Qwen2.5-7B-Base+RAG_topo,"SW1(config-if)# interface fastethernet 0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk encapsulation dot1q
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"Router(config)# interface fastethernet 0/0.20
Router(config-subif)# ip address 10.0.20.1 255.255.255.0
Router(config-subif)# end"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface gigabitethernet 0/0/2.30
R3(config-subif)# ip address 10.0.30.1 255.255.255.0"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface fastethernet 0/0/2.30
R3(config-subif)# encapsulation dot1q 30
R3(config-subif)# bridge-group 1"
Qwen2.5-7B-Base+RAG_topo,"Router(config)# interface gigabitethernet 0/0.10
Router(config-subif)# encapsulation dot1q 10
Router(config-subif)# ip address 10.0.10.1 255.255.255.0

Router(config)# interface gigabitethernet 0/0.20
Router(config-subif)# encapsulation dot1q 20
Router(config-subif)# ip address 10.0.20.1 255.255.255.0

Router(config)# ip routing"
Qwen2.5-7B-Base+RAG_topo,"R4(config)# interface Ethernet0/1
R4(config-if)# no shutdown
R4(config-if)# ip address unnumbered Loopback0
R4(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R2(config)# interface gigabitethernet 0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface gigabitethernet 0/0/2
R3(config-if)# description LAN to SW2
R3(config-if)# ip address 10.0.2.1 255.255.255.0
R3(config-if)# no shutdown"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# interface Tunnel0
R1(config-if)# ip address 172.16.0.1 255.255.255.252
R1(config-if)# tunnel source 10.0.1.1
R1(config-if)# tunnel destination 10.0.12.2"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# crypto isakmp policy 1
R1(config-isakmp-policy)# encryption aes
R1(config-isakmp-policy)# hash sha
R1(config-isakmp-policy)# authentication pre-share
R1(config-isakmp-policy)# encryption-key SecretKey123
R1(config-isakmp-policy)# group 2
R1(config)# crypto isakmp key SecretKey123 address 10.0.12.2"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# interface gigabitethernet 0/0.10
R1(config-subif)# ip address 10.0.10.129 255.255.255.128"
Qwen2.5-7B-Base+RAG_topo,"R4(config)# interface loopback 0
R4(config-if)# ip address 10.0.0.1 255.255.255.255"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# interface range fastethernet 0/0.1 - fastethernet 0/0.4
R1(config-if-range)# encapsulation dot1q 10
R1(config-if-range)# ip address 10.0.10.1 255.255.255.0
R1(config-if-range)# exit
R1(config-if-range)# interface range fastethernet 0/0.2 - fastethernet 0/0.2
R1(config-if-range)# encapsulation dot1q 20
R1(config-if-range)# ip address 10.0.20.1 255.255.255.0
R1(config-if-range)# exit
R1(config-if-range)# interface range fastethernet 0/0.3 - fastethernet 0/0.3
R1(config-if-range)# encapsulation dot1q 30
R1(config-if-range)# ip address 10.0.30.1 255.255.255.0
R1(config-if-range)# exit
R1(config-if-range)# interface range fastethernet 0/0.4 - fastethernet 0/0.4
R1(config-if-range)# encapsulation dot1q 99
R1(config-if-range)# ip address 10.0.99.1 255.255."
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface gigabitethernet 0/2.30
R3(config-subif)# encapsulation dot1q 30
R3(config-subif)# ip address 10.0.30.1 255.255.255.0

R3(config)# interface gigabitethernet 0/2.40
R3(config-subif)# encapsulation dot1q 40 native
R3(config-subif)# ip address 10.0.40.1 255.255.255.0

R3(config)# interface loopback 0
R3(config-if)# ip address 10.255.3.3 255.255.255.255

R3(config)# ip routing"
Qwen2.5-7B-Base+RAG_topo,"SW2(config-if)# interface fastethernet0/24
SW2(config-if)# mdix auto
SW2(config-if)# duplex full
SW2(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"R4(config)# interface Ethernet0/0
R4(config-if)# no shutdown
R4(config-if)# ip address unnumbered loopback 0
R4(config-if)# exit

R4(config)# interface Ethernet0/1
R4(config-if)# no shutdown
R4(config-if)# ip address unnumbered loopback 0
R4(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/1
SW1(config-if)# lacp rate fast"
Qwen2.5-7B-Base+RAG_topo,SW1(config)# spanning-tree uplinkfast max-update-rate 150
Qwen2.5-7B-Base+RAG_topo,"SW2(config)# interface fastethernet 0/1
SW2(config-if)# spanning-tree guard root
SW2(config-if)#"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/1
SW1(config-if)# lacp port-priority 16000"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# vtp mode transparent
SW1(config-vlan)# vlan 30
SW1(config-vlan)# private-vlan primary
SW1(config-vlan)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW2(config)# vlan 30
SW2(config-vlan)# private-vlan primary
SW2(config-vlan)# exit
SW2(config)# vlan 301
SW2(config-vlan)# private-vlan isolated
SW2(config-vlan)# exit
SW2(config)# vlan 302
SW2(config-vlan)# private-vlan community
SW2(config-vlan)# exit
SW2(config)# vlan 30
SW2(config-vlan)# private-vlan association 301-302
SW2(config-vlan)# exit"
Qwen2.5-7B-Base+RAG_topo,SW1(config)# mac address-table aging-time 600 vlan 10
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/1  
SW1(config-if)# switchport mode private-vlan trunk secondary  
SW1(config-if)# switchport private-vlan association trunk 10 101  
SW1(config-if)# switchport private-vlan trunk allowed vlan 10 101  
SW1(config-if)# switchport private-vlan trunk native vlan 10  
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface port-channel 1
SW1(config-if)# ipv6 nd raguard policy raguard-policy
SW1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# spanning-tree vlan 10 forward-time 8
SW1(config)# spanning-tree uplinkfast max-update-rate 200"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/1
SW1(config-if)# channel-group 1 mode active
SW1(config-if)# lacp rate fast
SW1(config-if)# lacp port-priority 4096"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# vlan 10
SW1(config-vlan)# private-vlan primary
SW1(config-vlan)# exit
SW1(config)# vlan 11
SW1(config-vlan)# private-vlan isolated
SW1(config-vlan)# exit
SW1(config)# vlan 12
SW1(config-vlan)# private-vlan community
SW1(config-vlan)# exit
SW1(config)# vlan 10
SW1(config-vlan)# private-vlan association 11-12
SW1(config-vlan)# exit
SW1(config)# interface fastethernet 0/1
SW1(config-if)# switchport mode private-vlan trunk secondary
SW1(config-if)# switchport private-vlan association trunk 10 11
SW1(config-if)# switchport private-vlan trunk allowed vlan add 10-11
SW1(config-if)# switchport private-vlan trunk native vlan 10
SW1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# vlan 10
SW1(config-vlan)# name DATA
SW1(config-vlan)# end"
Qwen2.5-7B-Base+RAG_topo,"SW2(config)# interface fa0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport access vlan 30
SW2(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10,20
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"SW2(config)# spanning-tree vlan 1 hello-time 2
SW2(config)# spanning-tree vlan 1 max-age 20"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# vtp domain eng_group
SW1(config)# vtp mode transparent
SW1(config)# vtp password mypassword
SW1(config)# vlan 10
SW1(config-vlan)# exit
SW1(config)# vlan 20
SW1(config-vlan)# exit
SW1(config)# vlan 30
SW1(config-vlan)# exit
SW1(config)# interface Fa0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# exit
SW1(config)# interface Fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10,20
SW1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface port-channel 1
SW1(config-if)# port-channel load-balance src-dst-ip
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"SW2(config)# interface fastethernet 0/1
SW2(config-if)# lacp port-priority 64000
SW2(config-if)#"
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# vlan 999
SW1(config-vlan)# remote-span
SW1(config-vlan)# exit
SW1(config)# interface fastethernet 0/1
SW1(config-if)# switchport mode trunk
SW1(config-if)# exit
SW1(config)# interface fastethernet 0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# exit
SW1(config)# end"
Qwen2.5-7B-Base+RAG_topo,"R1(config)#ip access-list extended 110
R1(config-ext-nacl)#remark Allow Telnet traffic from any source to 10.0.0.0/8
R1(config-ext-nacl)#permit telnet any 10.0.0.0 0.255.255.255"
Qwen2.5-7B-Base+RAG_topo,"R2(config)#ip access-list extended BLOCK-WEB
R2(config-ext-nacl)#remark deny http from 192.168.2.0/24 to 10.10.1.5
R2(config-ext-nacl)#deny tcp 192.168.2.0 0.0.0.255 host 10.10.1.5 eq www
R2(config-ext-nacl)#remark permit all other tcp
R2(config-ext-nacl)#permit tcp any any"
Qwen2.5-7B-Base+RAG_topo,R2(config-if)# ip access-group BLOCK-WEB in
Qwen2.5-7B-Base+RAG_topo,"SW1(config)# interface fastethernet 0/1
SW1(config-if)# ip verify source
SW1(config-if)# ip source binding 00aa.bbcc.0001 vlan 10 ip 10.0.1.10 interface fastethernet 0/1"
Qwen2.5-7B-Base+RAG_topo,"SW1(config-if)# interface fastethernet 0/1  
SW1(config-if)# switchport mode access  
SW1(config-if)# switchport port-security  
SW1(config-if)# switchport port-security maximum 3  
SW1(config-if)# switchport port-security violation shutdown  
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# object-group service WEB-SERVICES
R1(config-service-group)# description Web Services Ports
R1(config-service-group)# tcp 80 443"
Qwen2.5-7B-Base+RAG_topo,"Router(config)# zone security inside
Router(config-sec-zone)# exit
Router(config)# zone security outside
Router(config-sec-zone)# exit
Router(config)# interface Ethernet0/1
Router(config-if)# zone-member security inside
Router(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,R3(config)#ip access-list resequence MGMT-ACL 10 10
Qwen2.5-7B-Base+RAG_topo,"R4(config-ext-nacl)# permit ip host 10.5.5.10 any seq 25
R4(config-ext-nacl)# deny ip 10.6.6.0 0.0.0.255 any seq 30"
Qwen2.5-7B-Base+RAG_topo,"R2(config)#ip access-list extended PROTECT-SERVER
R2(config-ext-nacl)#remark deny IP from 172.20.0.0/16 to any
R2(config-ext-nacl)#deny ip 172.20.0.0 0.0.255.255 any
R2(config-ext-nacl)#remark permit all other IP
R2(config-ext-nacl)#permit ip any any"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# ip access-group 120 out
R1(config-if)# ip access-group LAN-IN in"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# zone security inside
R1(config-sec-zone)# exit
R1(config)# zone security outside
R1(config-sec-zone)# exit
R1(config)# zone-pair security INSIDE-to-OUTSIDE source inside destination outside
R1(config-sec-zone-pair)# service-policy type inspect ZBFW-POLICY
R1(config-sec-zone-pair)# exit"
Qwen2.5-7B-Base+RAG_topo,"SW1(config-if)# interface fastethernet 0/1  
SW1(config-if)# switchport mode access  
SW1(config-if)# switchport voice vlan 20  
SW1(config-if)# switchport port-security  
SW1(config-if)# switchport port-security maximum 2 vlan access  
SW1(config-if)# switchport port-security violation restrict  
SW1(config-if)# end"
Qwen2.5-7B-Base+RAG_topo,"SW1(config-if)# interface fastethernet0/1
SW1(config-if)# ip access-group 2 in
SW1(config-if)#"
Qwen2.5-7B-Base+RAG_topo,"R1(config)#ip access-list standard acl10
R1(config-std-nacl)#permit host 192.168.1.100
R1(config-std-nacl)#end"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# interface Ethernet0/0
R1(config-if)# ip nat outside
R1(config-if)# exit
R1(config)# ip access-list extended 1
R1(config-ext-nacl)# permit ip any any
R1(config-ext-nacl)# exit
R1(config)# ip nat inside source list 1 interface Ethernet0/0 overload"
Qwen2.5-7B-Base+RAG_topo,"R3(config)#ip access-list extended 150  
R3(config-ext-nacl)#remark deny icmp from 10.0.0.0/8 to any  
R3(config-ext-nacl)#deny icmp any any  
R3(config-ext-nacl)#remark permit tcp any to 172.16.0.0/12 eq 443  
R3(config-ext-nacl)#permit tcp any eq 443 172.16.0.0/12  
R3(config-ext-nacl)#remark permit udp any any eq 53  
R3(config-ext-nacl)#permit udp any any eq 53  
R3(config-ext-nacl)#remark permit tcp any host 10.0.23.1 eq 22  
R3(config-ext-nacl)#permit tcp any host 10.0.23.1 eq 22  
R3(config-ext-nacl)#remark deny ip any any log  
R3(config-ext-nacl)#deny ip any any log"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# zone security inside
R1(config-sec-zone)# exit
R1(config)# zone security dmz
R1(config-sec-zone)# exit
R1(config)# zone security outside
R1(config-sec-zone)# exit
R1(config)# zone-pair security inside-to-outside source inside destination outside
R1(config-sec-zone-pair)# service-policy type inspect zbfw-in
R1(config-sec-zone-pair)# exit
R1(config)# zone-pair security dmz-to-outside source dmz destination outside
R1(config-sec-zone-pair)# service-policy type inspect zbfw-dmz
R1(config-sec-zone-pair)# exit"
Qwen2.5-7B-Base+RAG_topo,"R2(config)#ip access-list standard 20
R2(config-std-nacl)#permit 192.168.1.0 0.0.0.255
R2(config-std-nacl)#deny any
R2(config-std-nacl)#line vty 0 4
R2(config-line)#ip access-group 20 in"
Qwen2.5-7B-Base+RAG_topo,"SW1(config-if)# interface FastEthernet 0/1  
SW1(config-if)# switchport mode access  
SW1(config-if)# switchport port-security  
SW1(config-if)# switchport port-security maximum 2  
SW1(config-if)# switchport port-security violation restrict  
SW1(config-if)# switchport port-security mac-address sticky  

SW1(config-if)# interface FastEthernet 0/2  
SW1(config-if)# switchport mode access  
SW1(config-if)# switchport port-security  
SW1(config-if)# switchport port-security maximum 1  
SW1(config-if)# switchport port-security violation shutdown  
SW1(config-if)# switchport port-security mac-address sticky  

SW1(config-if)# interface FastEthernet 0/3  
SW1(config-if)# switchport mode access  
SW1(config-if)# switchport port-security  
SW1(config-if)# switchport port-security maximum 3  
SW1(config-if)# switchport port-security violation protect  
SW1(config-if)# switchport port-security mac-address sticky"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# snmp-server enable traps hsrp
R1(config)# snmp-server host 10.0.1.5 netops hsrp"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# standby mac-refresh 60
R1(config-if)# standby 2 group HSRP-MAIN
R1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,R3(config-if)# standby redirect
Qwen2.5-7B-Base+RAG_topo,"Router(config)# fhrp version vrrp v3
Router(config)# interface Ethernet0/0
Router(config-if)# ip address 10.0.1.254 255.255.255.0
Router(config-if)# vrrp 1 address-family ipv4
Router(config-if-vrrp)# address 10.0.1.254"
Qwen2.5-7B-Base+RAG_topo,"R3(config-if)# interface ethernet 0/2
R3(config-if)# ip address 10.0.2.1 255.255.255.0
R3(config-if)# glbp 5 timers 5 15
R3(config-if)# glbp 5 load-balancing weighted
R3(config-if)# glbp 5 priority 120
R3(config-if)# glbp 5 preempt delay minimum 30
R3(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# standby 1 ip 10.0.1.254
R1(config-if)# standby 1 priority 110
R1(config-if)# standby 1 preempt
R1(config-if)# standby 1 timer hello 3
R1(config-if)# standby 1 timer hold 10"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# fhrp version vrrp v3
R3(config)# interface Ethernet0/2
R3(config-if)# vrrp 10 address-family ipv6
R3(config-if-vrrp)# address 2001:db8:2::fe primary
R3(config-if-vrrp)# priority 150
R3(config-if-vrrp)# preempt delay minimum 5"
Qwen2.5-7B-Base+RAG_topo,"Router(config)# interface Ethernet0/0
Router(config-if)# ip address 10.0.1.1 255.255.255.0
Router(config-if)# standby 1 ip 10.0.1.254
Router(config-if)# standby 1 priority 100
Router(config-if)# standby 1 preempt
Router(config-if)# standby 1 icmp redirect disable
Router(config-if)# standby 1 group 2 follow group 1
Router(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# standby 1 ip 10.0.1.254
R1(config-if)# standby 1 preempt"
Qwen2.5-7B-Base+RAG_topo,"R3(config)# interface Ethernet0/2
R3(config-if)# vrrp 1 address-family ipv4
R3(config-if-vrrp)# address 10.0.2.254 primary
R3(config-if-vrrp)# priority 120"
Qwen2.5-7B-Base+RAG_topo,"Router(config-if)# interface Ethernet0/1
Router(config-if)# track ip line-protocol decrement 20 hsrp 1
Router(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# bfd interval 300 min_rx 300 multiplier 3
R1(config-if)# standby 1 ip 10.0.1.1
R1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R3(config-if)# interface ethernet 0/2
R3(config-if)# ip address 10.0.2.1 255.255.255.0
R3(config-if)# glbp 3 timers 3 10
R3(config-if)# glbp 3 timers redirect 1800 28800
R3(config-if)# glbp 3 load-balancing round-robin
R3(config-if)# glbp 3 priority 90
R3(config-if)# glbp 3 preempt delay minimum 45
R3(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# fhrp version vrrp v3
R1(config)# interface Ethernet0/0
R1(config-if)# vrrp 5 address-family ipv4
R1(config-if-vrrp)# address 10.0.1.254 primary
R1(config-if-vrrp)# priority 200
R1(config-if-vrrp)# preempt delay minimum 60
R1(config-if-vrrp)# timers advertise 3"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# standby 1 priority 110 preempt delay minimum 3 delay reload 10
R1(config-if)# standby 1 ip 10.0.1.253
R1(config-if)# standby 2 priority 90 preempt delay minimum 3 delay reload 10
R1(config-if)# standby 2 ip 10.0.1.254"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# snmp-server enable traps hsrp
R1(config)# snmp-server host 10.0.1.5 monitor hsrp
R1(config)# snmp-server host 10.0.1.6 netmgmt hsrp
R1(config-if)# standby redirect
R1(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# fhrp version vrrp v3
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# ipv6 address 2001:db8:1::1/24
R1(config-if)# vrrp 2 address-family ipv4
R1(config-if-vrrp)# address 10.0.1.254
R1(config-if-vrrp)# vrrp 2 priority 110
R1(config-if-vrrp)# vrrp 2 preempt
R1(config-if-vrrp)# vrrp 2 address-family ipv6
R1(config-if-vrrp-ipv6)# address 2001:db8:1::fe
R1(config-if-vrrp-ipv6)# vrrp 2 priority 110
R1(config-if-vrrp-ipv6)# vrrp 2 preempt"
Qwen2.5-7B-Base+RAG_topo,"R3(config-if)# interface ethernet 0/2
R3(config-if)# ip address 10.0.2.1 255.255.255.0
R3(config-if)# glbp 10 timers 5 18
R3(config-if)# glbp 10 timers redirect 1800 28800
R3(config-if)# glbp 10 load-balancing host-dependent
R3(config-if)# glbp 10 priority 150
R3(config-if)# glbp 10 preempt delay minimum 30
R3(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config-if)# interface GigabitEthernet 0/0.10
R1(config-subif)# ip address 10.0.10.1 255.255.255.0
R1(config-subif)# standby 1 ip 10.0.10.254
R1(config-subif)# standby 1 priority 110
R1(config-subif)# standby 1 preempt
R1(config-subif)# exit

R1(config-if)# interface GigabitEthernet 0/0.20
R1(config-subif)# ip address 10.0.20.1 255.255.255.0
R1(config-subif)# standby 2 ip 10.0.20.254
R1(config-subif)# standby 2 priority 110
R1(config-subif)# standby 2 preempt
R1(config-subif)# exit

R1(config-if)# interface GigabitEthernet 0/0.30
R1(config-subif)# ip address 10.0.30.1 255.255.255.0
R1(config-subif)# standby 3 ip 10.0.30.254
R1(config-subif)# standby 3 priority 100
R1(config-subif)# standby 3 preempt
R1(config-subif)# exit"
Qwen2.5-7B-Base+RAG_topo,"R3(config-if)# interface ethernet 0/2
R3(config-if)# ip address 10.0.2.254 255.255.255.0
R3(config-if)# glbp 1 timers 5 18
R3(config-if)# glbp 1 timers redirect 1800 28800
R3(config-if)# glbp 1 load-balancing round-robin
R3(config-if)# exit"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# router bgp 65001
R1(config-router)# neighbor 10.0.12.2 remote-as 65002
R1(config-router)# no client-to-client reflection"
Qwen2.5-7B-Base+RAG_topo,"R1(config)#router bgp 65001
R1(config-router)#neighbor 10.0.12.2 remote-as 65002
R1(config-router)#address-family ipv4 unicast
R1(config-router-af)#neighbor 10.0.12.2 route-map SET-MED out
R1(config-router-af)#network 10.0.1.0 mask 255.255.255.0
R1(config-router-af)#exit"
Qwen2.5-7B-Base+RAG_topo,"R2(config)# router bgp 65002
R2(config-router)# aggregate-address 10.0.0.0 255.0.0.0 as-set"
Qwen2.5-7B-Base+RAG_topo,"R1(config)# ip vrf CUSTOMER-A
R1(config-vrf)# rd 200:1
R1(config-vrf)# route-target import 200:100
R1(config-vrf)# route-target export 200:100
R1(config-vrf)# exit
R1(config)# interface Ethernet0/2
R1(config-if)# ip vrf forwarding CUSTOMER-A
R1(config-if)# ip address 10.0.14.1 255.255.255.0"
