model_name,prediction,verdict,pqs,files,passed,partially_parsed,failed,unknown,file_statuses,note
base,27,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,28,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,29,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,30,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,31,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,32,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,34,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,35,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,36,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,37,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,38,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,39,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,40,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,41,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,43,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,44,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,45,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,46,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,47,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,48,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
base,49,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,50,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,51,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,53,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,54,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,55,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,56,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,57,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,59,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,60,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,61,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,63,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,64,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,65,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,67,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,68,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,69,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
base,70,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,74,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,75,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,77,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,79,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,80,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,81,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,82,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,83,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,84,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,85,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,86,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,87,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,88,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,89,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,90,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,91,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,92,FAILED,0.0,1,0,0,1,0,configs/router2.cfg=FAILED,
base,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,94,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,95,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,96,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,97,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,99,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,100,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,1,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,2,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,3,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,4,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,5,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,6,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/device.cfg=PARTIALLY_PARSED,
rag,7,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,8,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,9,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,10,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,11,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,12,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,13,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,14,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,15,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,16,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,17,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,18,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,19,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,20,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,21,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,22,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,23,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,24,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,25,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,26,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,27,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,28,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,29,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,30,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,31,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,32,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,34,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,35,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,36,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,37,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,38,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,39,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,40,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,41,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,43,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,44,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,45,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,46,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,47,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,48,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,49,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,50,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,51,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,53,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,54,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,55,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,56,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,57,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,59,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,60,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,61,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,63,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,64,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,65,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,67,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,68,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,69,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,70,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,74,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,75,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,77,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag,79,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,80,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag,81,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,82,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,83,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,84,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,85,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,86,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,87,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag,88,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,89,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,90,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,91,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router.cfg=PARTIALLY_PARSED,
rag,92,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag,94,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag,95,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag,96,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag,97,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag,99,PASSED,1.0,1,1,0,0,0,configs/router.cfg=PASSED,
rag,100,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
