model_name,prediction,verdict,pqs,files,passed,partially_parsed,failed,unknown,file_statuses,note
base,28,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,29,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,30,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,31,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,32,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,34,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,35,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,36,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,37,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,38,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,39,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,40,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,41,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,43,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,44,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,45,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,46,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,47,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,48,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,49,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,50,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,51,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,53,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,54,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,55,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,56,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,57,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,59,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,60,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,61,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,63,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,64,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,65,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,67,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,68,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,69,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,70,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,74,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,75,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,77,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,79,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,80,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,81,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,82,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,83,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,84,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,85,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,86,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,87,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,88,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,89,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,90,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,91,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,92,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,94,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,95,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,96,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,97,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,99,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,100,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,101,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,102,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,103,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,104,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,105,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,106,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,107,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,108,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,109,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,110,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,111,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,112,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,113,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,114,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,115,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,116,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,117,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,118,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,119,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,120,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,121,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,122,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,123,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,124,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,125,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,126,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,127,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,128,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,129,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,130,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,131,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,132,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,133,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,134,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,135,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,136,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
base,137,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,138,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
base,139,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
base,140,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,141,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
base,142,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,143,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
base,144,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,145,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,146,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
base,147,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
base,148,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
base,149,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
base,150,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,1,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,2,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,3,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,4,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,5,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,6,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,7,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,8,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag-bge,9,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,10,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,11,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,12,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,13,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,14,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,15,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,16,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,17,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,18,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,19,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,20,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,21,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,22,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,23,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,24,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,25,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,26,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,27,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,28,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,29,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,30,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,31,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,32,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,33,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,34,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,35,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,36,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,37,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,38,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,39,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,40,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,41,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,42,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag-bge,43,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,44,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,45,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,46,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,47,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,48,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,49,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,50,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,51,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,52,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,53,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,54,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,55,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,56,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,57,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,58,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,59,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,60,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,61,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,62,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,63,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,64,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,65,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,66,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,67,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,68,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,69,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,70,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,71,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,72,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,73,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,74,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,75,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,76,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag-bge,77,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,78,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,79,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,80,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,81,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,82,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag-bge,83,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,84,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,85,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,86,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,87,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,88,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,89,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,90,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,91,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,92,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,93,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,94,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,95,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,96,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,97,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,98,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,99,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,100,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,101,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,102,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router2.cfg=PARTIALLY_PARSED,
rag-bge,103,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag-bge,104,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,105,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,106,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,107,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,108,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,109,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,110,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag-bge,111,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,112,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,113,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,114,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,115,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,116,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,117,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,118,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,119,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,120,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,121,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,122,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router3.cfg=PARTIALLY_PARSED,
rag-bge,123,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router4.cfg=PARTIALLY_PARSED,
rag-bge,124,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,125,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,126,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,127,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,128,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,129,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,130,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,131,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,132,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,133,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,134,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,135,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,136,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,137,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,138,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,139,UNKNOWN,0.0,1,0,0,0,1,,parser_returned_none
rag-bge,140,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,141,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-bge,142,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,143,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,144,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,145,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,146,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-bge,147,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-bge,148,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-bge,149,PASSED,1.0,1,1,0,0,0,configs/router1.cfg=PASSED,
rag-bge,150,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
rag-mini,1,PASSED,1.0,1,1,0,0,0,configs/router2.cfg=PASSED,
rag-mini,2,PARTIALLY_PARSED,0.5,1,0,1,0,0,configs/router1.cfg=PARTIALLY_PARSED,
rag-mini,3,PASSED,1.0,1,1,0,0,0,configs/router3.cfg=PASSED,
rag-mini,4,PASSED,1.0,1,1,0,0,0,configs/router4.cfg=PASSED,
