model_name,predictions
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# service password-encryption
R4(config)# line vty 0 4
R4(config-line)# password cisco
R4(config-line)# login
R4(config-line)# transport input ssh
R4(config-line)# exit
R4(config)# exit
R4#"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# enable secret 5 $1$Gy$eJLrj6w4dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1dK1d"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# enable password cisco
R2(config)# line vty 0 4
R2(config-line)# password cisco
R2(config-line)# login
R2(config-line)# transport input all
R2(config-line)# exit
R2(config)# exit
R2# exit"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# aaa new-model
R3(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip access-list extended SNMP_COMMUNITY
R1(config-ext-nacl)# permit udp any any eq 161
R1(config-ext-nacl)# permit udp any any eq 162
R1(config-ext-nacl)# permit udp any any eq 514
R1(config-ext-nacl)# permit udp any any eq 514
R1(config-ext-nacl)# permit udp any any eq 162
R1(config-ext-nacl)# permit udp any any eq 161
R1(config-ext-nacl)# exit
R1(config)# snmp-server community private RO
R1(config)# snmp-server community private RW
R1(config)# snmp-server community private
R1(config)# end"
Llama-3.1-8B-Instruct,"SW2# configure terminal
SW2(config)# vlan database
SW2(config-vlan)# vlan 20
SW2(config-vlan)# exit
SW2(config)# vlan 20
SW2(config-vlan)# exit
SW2(config)# interface fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 20
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"SW1# configure terminal
SW1(config)# spanning-tree portfast trunk
SW1(config)# spanning-tree bpduguard trunk
SW1(config)# interface fa0/1
SW1(config-if)# switchport mode access
SW1(config-if)# switchport access vlan 10
SW1(config-if)# switchport trunk allowed vlan 10
SW1(config-if)# end"
Llama-3.1-8B-Instruct,"SW2# configure terminal
SW2(config)# spanning-tree vlan 40 root primary
SW2(config)# end"
Llama-3.1-8B-Instruct,"SW1# configure terminal
SW1(config)# vlan database
SW1(config-vlan)# vlan 20
SW1(config-vlan)# exit
SW1(config)# interface fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk native vlan 20
SW1(config-if)# end"
Llama-3.1-8B-Instruct,"SW2# configure terminal
SW2(config)# interface vlan 40
SW2(config-vlan)# ip address 10.0.4.1 255.255.255.0
SW2(config-vlan)# end"
Llama-3.1-8B-Instruct,"SW2# configure terminal
SW2(config)# interface fa0/1
SW2(config-if)# storm-control broadcast 10
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# description Link to SW1
R1(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# mtu 1400
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# mtu 1400
R2(config-if)# end

R2# configure terminal
R2(config)# ip access-list extended DENY_SNMP
R2(config-ext-nacl)# deny udp 10.0.12.0 0.0.0.255 any eq 161
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# end

R2# configure terminal
R2(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.1
R2(config)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# mtu 1400
R3(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# mtu 1400
R3(config-if)# end

R3# configure terminal
R3(config)# ip route 10.0.34.0 255.255.255.0 10.0.34.2
R3(config)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# mtu 1400
R4(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# mtu 1400
R4(config-if)# end

R4# configure terminal
R4(config)# ip route 10.0.14.0 255.255.255.0 10.0.14.2
R4(config)# end

SW1# configure terminal
SW1(config)# vlan database
SW1(vlan-db)# vlan 10 name VLAN10
SW1(vlan-db)# vlan 20 name VLAN20
SW1(vlan-db)# exit
SW1(config)# interface Fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk"
Llama-3.1-8B-Instruct,"SW2# configure terminal
SW2(config)# interface fa0/1
SW2(config-if)# switchport mode access
SW2(config-if)# switchport access vlan 30
SW2(config-if)# switchport port-security
SW2(config-if)# switchport port-security maximum 2
SW2(config-if)# switchport port-security violation shut
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# ip dhcp pool POOL_10_0_14
R4(config-dhcp)# network 10.0.14.0 0.0.0.255
R4(config-dhcp)# default-router 10.0.14.1
R4(config-dhcp)# dns-server 10.0.1.1
R4(config-dhcp)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# ip dhcp excluded-address 10.0.2.1 10.0.2.5
R3(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# ntp server 10.0.23.2
R3(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# logging console informational
R2(config)# end"
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# cdp enable
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# hostname Edge-R3
R3(config)# end"
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# copy running-config startup-config
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# network 10.0.1.0 0.0.0.0 area 0
R1(config-router)# network 10.0.12.0 0.0.0.0 area 0
R1(config-router)# network 10.0.14.0 0.0.0.0 area 0
R1(config-router)# end

R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# network 10.0.12.0 0.0.0.0 area 0
R2(config-router)# network 10.0.23.0 0.0.0.0 area 0
R2(config-router)# network 10.0.24.0 0.0.0.0 area 0
R2(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# network 10.0.2.0 0.0.0.0 area 0
R3(config-router)# network 10.0.23.0 0.0.0.0 area 0
R3(config-router)# network 10.0.34.0 0.0.0.0 area 0
R3(config-router)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# network 10.0.14.0 0.0.0.0 area 0
R4(config-router)# network 10.0.24.0 0.0.0.0 area 0
R4(config-router)# network 10.0.34.0 0.0.0.0 area 0
R4(config-router)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# ip ospf authentication-key ospfkey
R1(config-if)# ip ospf authentication
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip ospf authentication-key ospfkey
R2(config-if)# ip ospf authentication
R2(config-if)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# timers hello 5
R3(config-router)# timers dead 20
R3(config-router)# exit
R3(config)# interface Ethernet0/1
R3(config-if)# ip ospf 1 area 0.0.0.0
R3(config-if)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# timers hello 5
R4(config-router)# timers dead 20
R4(config-router)# exit
R4(config)# interface Ethernet0/2
R4(config-if)# ip ospf 1 area 0.0.0.0
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface loopback0
R1(config-if)# ip address 10.0.1.2 255.255.255.255
R1(config-if)# end

R2# configure terminal
R2(config)# interface loopback0
R2(config-if)# ip address 10.0.12.2 255.255.255.255
R2(config-if)# end

R3# configure terminal
R3(config)# interface loopback0
R3(config-if)# ip address 10.0.23.2 255.255.255.255
R3(config-if)# end

R4# configure terminal
R4(config)# interface loopback0
R4(config-if)# ip address 10.0.24.2 255.255.255.255
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# router ospf 1
R2(config-router)# interface Ethernet0/2
R2(config-if)# ip ospf cost 200
R2(config-if)# end

R4# configure terminal
R4(config)# router ospf 1
R4(config-router)# interface Ethernet0/1
R4(config-if)# ip ospf cost 200
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# router ospf 1
R1(config-router)# passive interface Ethernet0/0
R1(config-router)# end

R3# configure terminal
R3(config)# router ospf 1
R3(config-router)# passive interface Ethernet0/2
R3(config-router)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# no router ospf 1
R2(config)# end

R4# configure terminal
R4(config)# no router ospf 1
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip route 10.0.2.0 255.255.255.0 10.0.12.2
R1(config)# end

R3# configure terminal
R3(config)# ip route 10.0.1.0 255.255.255.0 10.0.23.2
R3(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# ip route 0.0.0.0 0.0.0.0 10.0.12.1
R2(config)# end

R4# configure terminal
R4(config)# ip route 0.0.0.0 0.0.0.0 10.0.14.1
R4(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# ip route 10.0.14.0 255.255.255.0 10.0.24.2
R2(config)# end

R3# configure terminal
R3(config)# ip route 10.0.14.0 255.255.255.0 10.0.34.2
R3(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip route 10.0.23.0 255.255.255.0 10.0.12.2
R1(config)# end

R4# configure terminal
R4(config)# ip route 10.0.23.0 255.255.255.0 10.0.24.2
R4(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# no ip route 10.0.1.0 255.255.255.0 10.0.2.1
R3(config)# end

R4# configure terminal
R4(config)# no ip route 10.0.1.0 255.255.255.0 10.0.14.1
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip route 10.0.34.0 255.255.255.0 10.0.14.2
R1(config)# end

R2# configure terminal
R2(config)# ip route 10.0.34.0 255.255.255.0 10.0.14.2
R2(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# ip nat inside
R1(config-if)# exit
R1(config)# interface Ethernet0/1
R1(config-if)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# ip nat outside
R1(config-if)# exit
R1(config)# ip nat pool NAT_POOL 10.0.12.100 10.0.12.200 netmask 255.255.255.0
R1(config)# ip nat inside source list 1 interface Ethernet0/0 overload
R1(config)# access-list 1 permit 10.0.1.0 0.0.0.255
R1(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# ip nat inside source static 10.0.34.2 10.0.34.2
R3(config)# ip nat outside source static 10.0.23.2 10.0.23.2
R3(config)# interface Ethernet0/2
R3(config-if)# ip nat inside
R3(config-if)# exit
R3(config)# interface Ethernet0/0
R3(config-if)# ip nat outside
R3(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# ip access-list extended DENY_TELNET
R2(config-ext-nacl)# deny tcp 10.0.12.0 0.0.0.255 10.0.23.0 0.0.0.255 eq 23
R2(config-ext-nacl)# permit ip any any
R2(config-ext-nacl)# exit
R2(config)# interface Ethernet0/0
R2(config-if)# ip access-group DENY_TELNET in
R2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip access-list extended SSH_ACCESS
R1(config-ext-nacl)# permit tcp 10.0.12.0 0.0.0.255 any eq 22
R1(config-ext-nacl)# end

R3# configure terminal
R3(config)# ip access-list extended SSH_ACCESS
R3(config-ext-nacl)# permit tcp 10.0.12.0 0.0.0.255 any eq 22
R3(config-ext-nacl)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip nat pool NAT_POOL 10.0.12.100 10.0.12.100 netmask 255.255.255.0
R1(config)# ip nat inside source static 10.0.1.10 10.0.12.100
R1(config)# end

R3# configure terminal
R3(config)# ip nat pool NAT_POOL 10.0.23.100 10.0.23.100 netmask 255.255.255.0
R3(config)# ip nat inside source static 10.0.2.10 10.0.23.100
R3(config)# end"
Llama-3.1-8B-Instruct,"R4# configure terminal
R4(config)# ip access-list extended PERMIT_HTTPS
R4(config-ext-nacl)# permit tcp 10.0.14.0 0.0.0.255 any eq 80
R4(config-ext-nacl)# permit tcp 10.0.14.0 0.0.0.255 any eq 443
R4(config-ext-nacl)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip access-group PERMIT_HTTPS out
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# ip access-list standard PERMIT_LAN2
R3(config-std-nacl)# permit 10.0.2.0 0.0.0.255
R3(config-std-nacl)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# ip access-group PERMIT_LAN2 in
R3(config-if)# no ip access-group out
R3(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip domain-name corp.net
R1(config)# ip ssh version 2
R1(config)# crypto key generate rsa general-keys bits 2048
R1(config)# crypto keypair corpnet_rsa
R1(config)# ip ssh rsa keypair-name corpnet_rsa
R1(config)# line vty
R1(config-line)# transport input ssh
R1(config-line)# exit
R1(config)# end

R3# configure terminal
R3(config)# ip domain-name corp.net
R3(config)# ip ssh version 2
R3(config)# crypto key generate rsa general-keys bits 2048
R3(config)# crypto keypair corpnet_rsa
R3(config)# ip ssh rsa keypair-name corpnet_rsa
R3(config)# line vty
R3(config-line)# transport input ssh
R3(config-line)# exit
R3(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# line vty 0 4
R2(config-line)# transport input ssh
R2(config-line)# transport output ssh
R2(config-line)# login local
R2(config-line)# exit
R2(config)# line vty 5 15
R2(config-line)# transport input ssh
R2(config-line)# transport output ssh
R2(config-line)# login local
R2(config-line)# end

R4# configure terminal
R4(config)# line vty 0 4
R4(config-line)# transport input ssh
R4(config-line)# transport output ssh
R4(config-line)# login local
R4(config-line)# exit
R4(config)# line vty 5 15
R4(config-line)# transport input ssh
R4(config-line)# transport output ssh
R4(config-line)# login local
R4(config-line)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# no cdp run
R1(config)# end

R2# configure terminal
R2(config)# no cdp run
R2(config)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# ip access-list extended SNMP_COMMUNITY
R3(config-ext-nacl)# permit udp any any eq 161
R3(config-ext-nacl)# exit
R3(config)# snmp-server community readonly RO
R3(config)# end

R4# configure terminal
R4(config)# ip access-list extended SNMP_COMMUNITY
R4(config-ext-nacl)# permit udp any any eq 161
R4(config-ext-nacl)# exit
R4(config)# snmp-server community readonly RO
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# enable secret pass1
R1(config)# end

R2# configure terminal
R2(config)# enable secret pass2
R2(config)# end

R3# configure terminal
R3(config)# enable secret pass3
R3(config)# end

R4# configure terminal
R4(config)# enable secret pass4
R4(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# logging host 10.0.12.1
R2(config)# end

R3# configure terminal
R3(config)# logging host 10.0.12.1
R3(config)# end

R4# configure terminal
R4(config)# logging host 10.0.12.1
R4(config)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# ntp server 10.0.1.1
R2(config)# end

R3# configure terminal
R3(config)# ntp server 10.0.1.1
R3(config)# end

R4# configure terminal
R4(config)# ntp server 10.0.1.1
R4(config)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# no ip proxy-arp
R1(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# no ip proxy-arp
R1(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# no ip proxy-arp
R1(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# no ip proxy-arp
R3(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# no ip proxy-arp
R3(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# no ip proxy-arp
R3(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# mtu 1400
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# mtu 1400
R3(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/2
R1(config-if)# bandwidth 2000
R1(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# bandwidth 2000
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# description Link to R4
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# description Link to R3
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# shutdown
R2(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# shutdown
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface loopback0
R1(config-if)# ip address 11.11.11.11 255.255.255.255
R1(config-if)# end

R2# configure terminal
R2(config)# interface loopback0
R2(config-if)# ip address 22.22.22.22 255.255.255.255
R2(config-if)# end"
Llama-3.1-8B-Instruct,"SW1# configure terminal
SW1(config)# spanning-tree mode rapid-pvst
SW1(config)# spanning-tree vlan 10 root primary
SW1(config)# end

SW2# configure terminal
SW1(config)# spanning-tree mode rapid-pvst
SW1(config)# spanning-tree vlan 30 root primary
SW2# configure terminal
SW2(config)# spanning-tree mode rapid-pvst
SW2(config)# spanning-tree vlan 30 root primary"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# switchport mode trunk
R1(config-if)# switchport trunk allowed vlan 10 20
R1(config-if)# switchport trunk native vlan 10
R1(config-if)# end

SW1# configure terminal
SW1(config)# interface fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10 20
SW1(config-if)# switchport trunk native vlan 10
SW1(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# switchport mode trunk
R3(config-if)# switchport trunk allowed vlan 30 40
R3(config-if)# switchport trunk native vlan 30
R3(config-if)# end

SW2# configure terminal
SW2(config)# interface fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 30 40
SW2(config-if)# switchport trunk native vlan 30
SW2(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# ip address 10.0.1.1 255.255.255.0
R1(config-if)# no shutdown
R1(config-if)# end

SW1# configure terminal
SW1(config)# interface vlan 10
SW1(config-vlan)# ip address 10.0.1.2 255.255.255.0
SW1(config-vlan)# ip default-gateway 10.0.1.1
SW1(config-vlan)# exit
SW1(config)# interface fa0/24
SW1(config-if)# switchport mode trunk
SW1(config-if)# switchport trunk allowed vlan 10 20
SW1(config-if)# no shutdown
SW1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# no shutdown
R2(config-if)# end

SW2# configure terminal
SW2(config)# interface vlan 30
SW2(config-vlan)# ip address 10.0.2.2 255.255.255.0
SW2(config-vlan)# ip default-gateway 10.0.2.1
SW2(config-vlan)# exit
SW2(config)# interface fa0/24
SW2(config-if)# switchport mode trunk
SW2(config-if)# switchport trunk allowed vlan 30 40
SW2(config-if)# no shutdown
SW2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# no shutdown
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# ip address 10.0.14.2 255.255.255.0
R4(config-if)# no shutdown
R4(config-if)# end"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# interface Ethernet0/0
R1(config-if)# switchport mode trunk
R1(config-if)# switchport trunk allowed vlan 10 20
R1(config-if)# end

R1# configure terminal
R1(config)# interface Ethernet0/1
R1(config-if)# description Link to R2
R1(config-if)# end

R1# configure terminal
R1(config)# ip address 10.0.12.1 255.255.255.0
R1(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/0
R2(config-if)# description Link to R1
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/1
R2(config-if)# description Link to R3
R2(config-if)# end

R2# configure terminal
R2(config)# ip address 10.0.12.2 255.255.255.0
R2(config-if)# end

R2# configure terminal
R2(config)# interface Ethernet0/2
R2(config-if)# description Link to R4
R2(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/0
R3(config-if)# description Link to R2
R3(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/1
R3(config-if)# description Link to R4
R3(config-if)# end

R3# configure terminal
R3(config)# ip address 10.0.23.2 255.255.255.0
R3(config-if)# end

R3# configure terminal
R3(config)# interface Ethernet0/2
R3(config-if)# description Link to SW2
R3(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/0
R4(config-if)# description Link to R1
R4(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/1
R4(config-if)# description Link to R2
R4(config-if)# end

R4# configure terminal
R4(config)# interface Ethernet0/2
R4(config-if)# description Link to R3
R4(config-if)# end

SW1# configure terminal
SW1(config)# interface fa0/1"
Llama-3.1-8B-Instruct,"R1# configure terminal
R1(config)# ip dhcp pool POOL1
R1(config-dhcp)# network 10.0.1.0 0.0.0.255
R1(config-dhcp)# default-router 10.0.1.1
R1(config-dhcp)# lease 1 3600
R1(config-dhcp)# exclude 10.0.1.1 10
R1(config-dhcp)# end

R3# configure terminal
R3(config)# ip dhcp pool POOL2
R3(config-dhcp)# network 10.0.2.0 0.0.0.255
R3(config-dhcp)# default-router 10.0.2.1
R3(config-dhcp)# lease 1 3600
R3(config-dhcp)# exclude 10.0.2.1 10
R3(config-dhcp)# end"
